Image Path,Class,Class ID,Class Label,Score resnet101,Score convnext_base,Score vit_l_32
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03208938/ILSVRC2012_val_00015384.JPEG,n03208938,535,disk_brake,0.794053852558136,0.7606898546218872,0.949010968208313
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04019541/ILSVRC2012_val_00002750.JPEG,n04019541,746,puck,0.765296220779419,0.8060130476951599,0.8809696435928345
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04019541/ILSVRC2012_val_00004469.JPEG,n04019541,746,puck,0.7641191482543945,0.8269134759902954,0.9193052649497986
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04019541/ILSVRC2012_val_00035285.JPEG,n04019541,746,puck,0.8479681611061096,0.8282402753829956,0.8601449728012085
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02992529/ILSVRC2012_val_00020233.JPEG,n02992529,487,cellular_telephone,0.7197142839431763,0.8434940576553345,0.9473196268081665
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n07716906/ILSVRC2012_val_00011140.JPEG,n07716906,940,spaghetti_squash,0.8568240404129028,0.8542026281356812,0.9093246459960938
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04346328/ILSVRC2012_val_00016767.JPEG,n04346328,832,stupa,0.7827711701393127,0.7446593046188354,0.9103626012802124
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04346328/ILSVRC2012_val_00011607.JPEG,n04346328,832,stupa,0.8262357711791992,0.807201623916626,0.8105247616767883
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02056570/ILSVRC2012_val_00043717.JPEG,n02056570,145,king_penguin,0.7230679988861084,0.7549301981925964,0.9016242027282715
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02056570/ILSVRC2012_val_00039797.JPEG,n02056570,145,king_penguin,0.7924978733062744,0.7307192087173462,0.8868394494056702
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02056570/ILSVRC2012_val_00008279.JPEG,n02056570,145,king_penguin,0.7190756797790527,0.8321713209152222,0.8932170867919922
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03000684/ILSVRC2012_val_00025878.JPEG,n03000684,491,chain_saw,0.8307669758796692,0.7285345792770386,0.9210795164108276
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01687978/ILSVRC2012_val_00041169.JPEG,n01687978,42,agama,0.7924103140830994,0.7708649635314941,0.902076780796051
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03062245/ILSVRC2012_val_00008603.JPEG,n03062245,503,cocktail_shaker,0.885346531867981,0.8148744106292725,0.9085668921470642
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04258138/ILSVRC2012_val_00002445.JPEG,n04258138,807,solar_dish,0.8257371783256531,0.7790849804878235,0.8984637260437012
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04366367/ILSVRC2012_val_00040521.JPEG,n04366367,839,suspension_bridge,0.8197041749954224,0.7296045422554016,0.834943413734436
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03126707/ILSVRC2012_val_00044118.JPEG,n03126707,517,crane,0.8269516229629517,0.8182414174079895,0.9193918108940125
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03126707/ILSVRC2012_val_00002689.JPEG,n03126707,517,crane,0.72702956199646,0.7914732098579407,0.8162431716918945
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04371774/ILSVRC2012_val_00041637.JPEG,n04371774,843,swing,0.9715287685394287,0.8206299543380737,0.8972750902175903
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04065272/ILSVRC2012_val_00026802.JPEG,n04065272,757,recreational_vehicle,0.8393926620483398,0.7928400635719299,0.9004606008529663
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04065272/ILSVRC2012_val_00028509.JPEG,n04065272,757,recreational_vehicle,0.825759768486023,0.7838002443313599,0.8107746839523315
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02093256/ILSVRC2012_val_00032018.JPEG,n02093256,179,Staffordshire_bullterrier,0.8562589287757874,0.8457540273666382,0.9280902743339539
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02093256/ILSVRC2012_val_00026058.JPEG,n02093256,179,Staffordshire_bullterrier,0.7681628465652466,0.8274786472320557,0.8803699016571045
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02606052/ILSVRC2012_val_00019218.JPEG,n02606052,392,rock_beauty,0.7905132174491882,0.7197092771530151,0.8749995231628418
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02606052/ILSVRC2012_val_00025871.JPEG,n02606052,392,rock_beauty,0.8043655157089233,0.7024486064910889,0.8813712000846863
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03967562/ILSVRC2012_val_00047855.JPEG,n03967562,730,plow,0.7848247289657593,0.7701295018196106,0.9169296622276306
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02116738/ILSVRC2012_val_00002365.JPEG,n02116738,275,African_hunting_dog,0.7726190090179443,0.726726770401001,0.8905504941940308
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02116738/ILSVRC2012_val_00013584.JPEG,n02116738,275,African_hunting_dog,0.7767320871353149,0.7687041163444519,0.8791441321372986
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02086079/ILSVRC2012_val_00009576.JPEG,n02086079,154,Pekinese,0.9052689671516418,0.8159904479980469,0.9188830256462097
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04265275/ILSVRC2012_val_00040031.JPEG,n04265275,811,space_heater,0.8647875785827637,0.8587363362312317,0.9508402943611145
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04265275/ILSVRC2012_val_00009031.JPEG,n04265275,811,space_heater,0.9571810960769653,0.9666918516159058,0.9219979047775269
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03394916/ILSVRC2012_val_00048138.JPEG,n03394916,566,French_horn,0.9062644243240356,0.728084146976471,0.9418565034866333
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03394916/ILSVRC2012_val_00043988.JPEG,n03394916,566,French_horn,0.814579427242279,0.7106900811195374,0.722759485244751
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03394916/ILSVRC2012_val_00028723.JPEG,n03394916,566,French_horn,0.8388447165489197,0.8163357377052307,0.9094052910804749
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03983396/ILSVRC2012_val_00008501.JPEG,n03983396,737,pop_bottle,0.7588031888008118,0.8138097524642944,0.8801471590995789
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03983396/ILSVRC2012_val_00038651.JPEG,n03983396,737,pop_bottle,0.8452551364898682,0.8387215733528137,0.8899784684181213
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n07875152/ILSVRC2012_val_00027172.JPEG,n07875152,964,potpie,0.8094996213912964,0.7807174324989319,0.8385192155838013
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n07875152/ILSVRC2012_val_00015691.JPEG,n07875152,964,potpie,0.809009313583374,0.7258958220481873,0.8453883528709412
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04179913/ILSVRC2012_val_00025462.JPEG,n04179913,786,sewing_machine,0.883809506893158,0.7604954838752747,0.8601208329200745
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04179913/ILSVRC2012_val_00016978.JPEG,n04179913,786,sewing_machine,0.8419807553291321,0.7205256223678589,0.7987183332443237
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n07684084/ILSVRC2012_val_00046840.JPEG,n07684084,930,French_loaf,0.7800622582435608,0.7990854978561401,0.8790804743766785
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02804610/ILSVRC2012_val_00021821.JPEG,n02804610,432,bassoon,0.815730094909668,0.7845230102539062,0.8288838863372803
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02804610/ILSVRC2012_val_00003370.JPEG,n02804610,432,bassoon,0.7336757779121399,0.7734105587005615,0.8561919927597046
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04273569/ILSVRC2012_val_00008630.JPEG,n04273569,814,speedboat,0.8098589181900024,0.7988526821136475,0.8844876289367676
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03929660/ILSVRC2012_val_00037554.JPEG,n03929660,714,pick,0.7754930853843689,0.7367610931396484,0.9246640801429749
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03929660/ILSVRC2012_val_00044022.JPEG,n03929660,714,pick,0.7837960720062256,0.7554547190666199,0.9110240340232849
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02107574/ILSVRC2012_val_00022176.JPEG,n02107574,238,Greater_Swiss_Mountain_dog,0.7185429334640503,0.817867636680603,0.8949698805809021
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n07753113/ILSVRC2012_val_00016680.JPEG,n07753113,952,fig,0.8562613129615784,0.791719913482666,0.8856127262115479
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n07753113/ILSVRC2012_val_00036860.JPEG,n07753113,952,fig,0.7836319804191589,0.7875567078590393,0.8889697790145874
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n07753113/ILSVRC2012_val_00032827.JPEG,n07753113,952,fig,0.8142107129096985,0.7636041641235352,0.8835080862045288
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n06794110/ILSVRC2012_val_00038530.JPEG,n06794110,919,street_sign,0.7361241579055786,0.7092845439910889,0.7860839366912842
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02655020/ILSVRC2012_val_00023468.JPEG,n02655020,397,puffer,0.8332405090332031,0.7263049483299255,0.8797054290771484
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02655020/ILSVRC2012_val_00018824.JPEG,n02655020,397,puffer,0.7362471222877502,0.7511948347091675,0.8632795214653015
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02655020/ILSVRC2012_val_00038928.JPEG,n02655020,397,puffer,0.8512173891067505,0.7208300232887268,0.8909014463424683
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02129165/ILSVRC2012_val_00024234.JPEG,n02129165,291,lion,0.7917786240577698,0.7862275838851929,0.8916096091270447
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02129165/ILSVRC2012_val_00040627.JPEG,n02129165,291,lion,0.7405770421028137,0.7645330429077148,0.8413720726966858
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02129165/ILSVRC2012_val_00033659.JPEG,n02129165,291,lion,0.7388031482696533,0.7194751501083374,0.8975037932395935
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02101556/ILSVRC2012_val_00005994.JPEG,n02101556,216,clumber,0.8653239607810974,0.7855826020240784,0.9179606437683105
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02101556/ILSVRC2012_val_00025549.JPEG,n02101556,216,clumber,0.7887367606163025,0.8164791464805603,0.8722808361053467
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01734418/ILSVRC2012_val_00000512.JPEG,n01734418,56,king_snake,0.8384701609611511,0.8027510643005371,0.8228358030319214
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01734418/ILSVRC2012_val_00012578.JPEG,n01734418,56,king_snake,0.846153974533081,0.8329243659973145,0.9254839420318604
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03196217/ILSVRC2012_val_00042585.JPEG,n03196217,530,digital_clock,0.8502577543258667,0.7993863224983215,0.8402484655380249
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03976467/ILSVRC2012_val_00035621.JPEG,n03976467,732,Polaroid_camera,0.7521609663963318,0.7481477856636047,0.8919371366500854
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03976467/ILSVRC2012_val_00016006.JPEG,n03976467,732,Polaroid_camera,0.7720237970352173,0.7731701135635376,0.907826840877533
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03976467/ILSVRC2012_val_00006478.JPEG,n03976467,732,Polaroid_camera,0.7903554439544678,0.717095673084259,0.9127887487411499
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02487347/ILSVRC2012_val_00022040.JPEG,n02487347,373,macaque,0.761062502861023,0.7937488555908203,0.8620865345001221
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02487347/ILSVRC2012_val_00045230.JPEG,n02487347,373,macaque,0.7757977247238159,0.7660614252090454,0.8675484657287598
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04479046/ILSVRC2012_val_00024006.JPEG,n04479046,869,trench_coat,0.8024296760559082,0.7013696432113647,0.9027738571166992
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03958227/ILSVRC2012_val_00031510.JPEG,n03958227,728,plastic_bag,0.731697142124176,0.7110157012939453,0.8921458125114441
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03777568/ILSVRC2012_val_00026792.JPEG,n03777568,661,Model_T,0.8053481578826904,0.7518642544746399,0.9104479551315308
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03777568/ILSVRC2012_val_00049034.JPEG,n03777568,661,Model_T,0.900221049785614,0.7340052127838135,0.9126453399658203
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02093859/ILSVRC2012_val_00041776.JPEG,n02093859,183,Kerry_blue_terrier,0.8594970703125,0.727953314781189,0.7403137683868408
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02093859/ILSVRC2012_val_00029670.JPEG,n02093859,183,Kerry_blue_terrier,0.8518933057785034,0.7867885828018188,0.8539217710494995
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03793489/ILSVRC2012_val_00026095.JPEG,n03793489,673,mouse,0.8650236129760742,0.7841590642929077,0.9156478643417358
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03272010/ILSVRC2012_val_00000374.JPEG,n03272010,546,electric_guitar,0.8501870632171631,0.7512729167938232,0.9384486079216003
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02106382/ILSVRC2012_val_00041947.JPEG,n02106382,233,Bouvier_des_Flandres,0.9384468197822571,0.8975118398666382,0.9115158915519714
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02106382/ILSVRC2012_val_00019712.JPEG,n02106382,233,Bouvier_des_Flandres,0.7863715887069702,0.764725923538208,0.7560682892799377
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03944341/ILSVRC2012_val_00007314.JPEG,n03944341,723,pinwheel,0.7889767289161682,0.8059892654418945,0.8946243524551392
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03944341/ILSVRC2012_val_00033009.JPEG,n03944341,723,pinwheel,0.8521000742912292,0.7026072144508362,0.9249470829963684
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02883205/ILSVRC2012_val_00003045.JPEG,n02883205,457,bow_tie,0.8351370692253113,0.8241743445396423,0.9502566456794739
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02412080/ILSVRC2012_val_00019446.JPEG,n02412080,348,ram,0.7963703870773315,0.7806580662727356,0.91835618019104
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02412080/ILSVRC2012_val_00017145.JPEG,n02412080,348,ram,0.8978742957115173,0.8578799962997437,0.8817312121391296
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03314780/ILSVRC2012_val_00034630.JPEG,n03314780,551,face_powder,0.7139422297477722,0.8115434646606445,0.9056284427642822
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03314780/ILSVRC2012_val_00025243.JPEG,n03314780,551,face_powder,0.74775230884552,0.788101851940155,0.8993514776229858
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01664065/ILSVRC2012_val_00014352.JPEG,n01664065,33,loggerhead,0.8149793744087219,0.7417466044425964,0.8925395607948303
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02500267/ILSVRC2012_val_00008415.JPEG,n02500267,384,indri,0.8351753354072571,0.7608521580696106,0.9090849757194519
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02500267/ILSVRC2012_val_00030022.JPEG,n02500267,384,indri,0.762326180934906,0.7483482956886292,0.8807486891746521
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02672831/ILSVRC2012_val_00001431.JPEG,n02672831,401,accordion,0.8607804179191589,0.7099290490150452,0.8970703482627869
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02672831/ILSVRC2012_val_00033520.JPEG,n02672831,401,accordion,0.857222318649292,0.8194829225540161,0.943892776966095
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04579432/ILSVRC2012_val_00031358.JPEG,n04579432,902,whistle,0.8617352843284607,0.8356949090957642,0.8821272253990173
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02091831/ILSVRC2012_val_00040201.JPEG,n02091831,176,Saluki,0.8889191150665283,0.7701717019081116,0.9024611115455627
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04044716/ILSVRC2012_val_00009089.JPEG,n04044716,755,radio_telescope,0.7855454087257385,0.7411693334579468,0.8934980034828186
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04044716/ILSVRC2012_val_00021724.JPEG,n04044716,755,radio_telescope,0.8214573860168457,0.7815418839454651,0.8953351378440857
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02108551/ILSVRC2012_val_00023750.JPEG,n02108551,244,Tibetan_mastiff,0.7924615144729614,0.8084725737571716,0.913984477519989
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02108551/ILSVRC2012_val_00047808.JPEG,n02108551,244,Tibetan_mastiff,0.839458167552948,0.8462409377098083,0.8864552974700928
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02108551/ILSVRC2012_val_00038231.JPEG,n02108551,244,Tibetan_mastiff,0.8636001944541931,0.8388004302978516,0.9057546854019165
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03982430/ILSVRC2012_val_00041365.JPEG,n03982430,736,pool_table,0.9593429565429688,0.8616131544113159,0.8488513827323914
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03982430/ILSVRC2012_val_00007106.JPEG,n03982430,736,pool_table,0.8093665242195129,0.7395322918891907,0.9000917077064514
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03982430/ILSVRC2012_val_00043143.JPEG,n03982430,736,pool_table,0.7638996243476868,0.7398498058319092,0.9390562176704407
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04612504/ILSVRC2012_val_00022075.JPEG,n04612504,914,yawl,0.8594684600830078,0.8860759139060974,0.8880248069763184
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n04612504/ILSVRC2012_val_00014591.JPEG,n04612504,914,yawl,0.7999695539474487,0.7818790674209595,0.8823834657669067
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03874293/ILSVRC2012_val_00028877.JPEG,n03874293,694,paddlewheel,0.75938880443573,0.7659825682640076,0.7946845293045044
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03874293/ILSVRC2012_val_00006741.JPEG,n03874293,694,paddlewheel,0.8569104075431824,0.7590224742889404,0.893589198589325
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03874293/ILSVRC2012_val_00034002.JPEG,n03874293,694,paddlewheel,0.8674347996711731,0.8358061909675598,0.9154075384140015
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03124043/ILSVRC2012_val_00014900.JPEG,n03124043,514,cowboy_boot,0.7668837904930115,0.7472284436225891,0.8801897764205933
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03857828/ILSVRC2012_val_00045579.JPEG,n03857828,688,oscilloscope,0.8162727355957031,0.7542689442634583,0.9109688997268677
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03857828/ILSVRC2012_val_00029074.JPEG,n03857828,688,oscilloscope,0.8521977663040161,0.8457886576652527,0.8937264680862427
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n03857828/ILSVRC2012_val_00028874.JPEG,n03857828,688,oscilloscope,0.8664849400520325,0.7382628917694092,0.9089096188545227
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02090622/ILSVRC2012_val_00017766.JPEG,n02090622,169,borzoi,0.9324904680252075,0.8076561689376831,0.8997130990028381
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n01514859/ILSVRC2012_val_00048242.JPEG,n01514859,8,hen,0.8163387775421143,0.8720031976699829,0.8813855648040771
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02966193/ILSVRC2012_val_00020337.JPEG,n02966193,476,carousel,0.8461318016052246,0.8158038854598999,0.886381208896637
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02966193/ILSVRC2012_val_00016271.JPEG,n02966193,476,carousel,0.8374330401420593,0.8472153544425964,0.8800780177116394
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02793495/ILSVRC2012_val_00015008.JPEG,n02793495,425,barn,0.80577552318573,0.7227659821510315,0.8830413222312927
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02786058/ILSVRC2012_val_00019017.JPEG,n02786058,419,Band_Aid,0.8005558252334595,0.9129292964935303,0.8761612772941589
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n09835506/ILSVRC2012_val_00026142.JPEG,n09835506,981,ballplayer,0.7144957184791565,0.7242103219032288,0.8520514369010925
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02389026/ILSVRC2012_val_00018932.JPEG,n02389026,339,sorrel,0.7724901437759399,0.7182866334915161,0.8601269125938416
/mnt/sda2/datasets/imagenet1k/imagenet-nano3/val/n02389026/ILSVRC2012_val_00039474.JPEG,n02389026,339,sorrel,0.8499771356582642,0.7674098014831543,0.9174903631210327
